id,gameboard
166,"nil,6,4,nil,nil,nil,9,nil,nil,1,nil,nil,2,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,9,3,nil,nil,7,nil,nil,nil,nil,nil,nil,5,nil,nil,nil,nil,nil,5,6,nil,nil,nil,nil,nil,nil,5,nil,nil,nil,1,7,nil,4,3,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,2,"
167,"nil,nil,nil,6,nil,9,nil,3,nil,8,nil,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,7,nil,nil,nil,nil,nil,nil,6,nil,5,nil,nil,nil,7,nil,nil,nil,nil,nil,1,nil,4,nil,nil,nil,nil,nil,nil,2,nil,nil,nil,nil,2,nil,nil,nil,nil,nil,5,nil,4,nil,nil,nil,3,nil,nil,8,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,nil,"
168,"nil,3,nil,nil,4,nil,nil,nil,nil,nil,nil,nil,5,nil,nil,nil,9,nil,9,nil,nil,nil,nil,nil,nil,2,nil,nil,6,nil,nil,nil,nil,8,nil,nil,5,nil,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,1,nil,nil,nil,7,nil,2,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,8,nil,3,nil,6,nil,nil,nil,nil,nil,nil,4,nil,nil,"
169,"nil,8,nil,nil,9,nil,nil,nil,nil,3,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,nil,3,nil,nil,nil,4,nil,nil,nil,nil,nil,1,nil,nil,nil,5,nil,nil,2,nil,nil,nil,9,nil,nil,nil,nil,7,nil,nil,nil,8,nil,nil,6,5,nil,nil,nil,nil,1,nil,nil,nil,nil,nil,2,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,4,nil,nil,nil,"
170,"nil,8,nil,nil,5,1,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,2,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,3,nil,nil,nil,nil,8,nil,5,5,nil,7,4,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,1,nil,nil,4,nil,6,nil,nil,nil,nil,7,nil,nil,nil,nil,nil,3,5,nil,nil,nil,2,nil,nil,nil,nil,nil,nil,nil,nil,"
171,"nil,3,nil,6,nil,nil,7,nil,nil,nil,nil,nil,nil,2,5,nil,nil,nil,nil,1,nil,nil,nil,nil,nil,nil,nil,2,nil,9,nil,nil,nil,nil,8,nil,nil,nil,nil,4,nil,nil,nil,3,nil,5,nil,nil,nil,nil,nil,nil,nil,nil,8,nil,nil,7,9,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,nil,6,nil,nil,nil,nil,nil,nil,1,nil,nil,"
172,"1,nil,nil,nil,4,nil,nil,nil,nil,nil,nil,nil,nil,2,nil,5,nil,nil,nil,6,3,nil,nil,nil,nil,nil,nil,nil,nil,9,8,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,5,nil,nil,nil,nil,nil,nil,nil,7,nil,1,7,2,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,3,nil,9,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,8,nil,"
173,"6,nil,nil,nil,3,nil,nil,nil,nil,nil,2,nil,nil,nil,nil,nil,nil,7,nil,nil,nil,nil,5,nil,8,nil,nil,3,nil,1,nil,nil,nil,9,nil,nil,nil,nil,nil,2,nil,4,nil,nil,nil,nil,nil,nil,7,nil,nil,nil,nil,nil,8,nil,nil,nil,nil,nil,5,9,nil,nil,nil,nil,1,nil,nil,nil,6,nil,nil,4,nil,nil,nil,nil,nil,nil,nil,"
174,"nil,nil,nil,7,nil,nil,2,nil,1,8,nil,3,9,nil,nil,nil,nil,nil,5,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,nil,nil,6,nil,nil,nil,nil,nil,7,nil,nil,nil,nil,1,nil,nil,nil,nil,nil,5,nil,nil,nil,8,nil,nil,nil,nil,nil,4,2,nil,nil,6,9,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,3,nil,"
175,"5,8,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,2,1,9,nil,nil,nil,nil,nil,nil,nil,nil,7,6,nil,2,nil,nil,nil,nil,nil,nil,4,nil,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,9,nil,5,nil,nil,nil,nil,nil,4,nil,1,nil,7,nil,3,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,nil,nil,"
176,"nil,nil,1,nil,nil,nil,nil,8,nil,nil,nil,nil,2,nil,nil,5,nil,nil,nil,nil,nil,6,nil,nil,nil,nil,nil,nil,nil,nil,nil,1,4,nil,3,nil,6,2,nil,nil,nil,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,9,2,7,nil,8,nil,nil,nil,nil,nil,nil,nil,nil,nil,3,nil,nil,nil,4,5,nil,nil,nil,nil,nil,nil,nil,nil,"
177,"3,nil,nil,4,nil,9,nil,nil,nil,nil,8,nil,nil,nil,nil,6,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,nil,9,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,nil,2,nil,8,nil,nil,nil,nil,nil,nil,5,nil,nil,nil,nil,nil,nil,3,nil,nil,7,nil,5,2,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,7,nil,nil,nil,1,nil,"
178,"1,nil,nil,nil,9,nil,nil,6,nil,nil,5,nil,nil,nil,nil,nil,4,nil,nil,6,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,5,nil,7,nil,nil,2,8,nil,nil,4,nil,nil,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,nil,nil,nil,7,3,2,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,nil,nil,1,nil,nil,"
179,"8,nil,7,5,nil,nil,nil,nil,nil,nil,nil,nil,nil,9,nil,6,nil,nil,4,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,nil,2,nil,9,5,nil,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,4,nil,nil,3,nil,nil,nil,3,nil,nil,2,nil,nil,nil,nil,nil,nil,1,nil,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,nil,nil,1,nil,"
180,"8,nil,nil,5,nil,nil,4,nil,nil,nil,nil,nil,nil,2,nil,nil,9,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,5,nil,nil,3,nil,nil,1,nil,nil,nil,7,6,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,9,nil,2,4,1,nil,nil,nil,nil,nil,3,nil,nil,nil,nil,nil,nil,7,nil,nil,nil,nil,"
181,"5,nil,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,nil,3,nil,nil,7,nil,nil,nil,8,nil,nil,5,nil,nil,3,6,nil,nil,1,nil,nil,4,nil,nil,nil,8,nil,nil,2,nil,nil,9,nil,nil,nil,9,nil,nil,8,nil,nil,1,nil,nil,nil,4,nil,nil,3,nil,nil,nil,6,nil,nil,9,nil,nil,4,nil,nil,nil,2,nil,nil,6,nil,nil,9,"
182,"nil,nil,nil,nil,nil,nil,8,nil,nil,nil,7,nil,nil,9,nil,nil,1,nil,nil,nil,3,nil,nil,7,nil,nil,5,1,nil,nil,6,nil,nil,nil,nil,nil,nil,5,nil,nil,2,nil,nil,4,nil,nil,nil,8,nil,nil,9,nil,nil,7,4,nil,nil,nil,nil,nil,2,nil,nil,nil,6,nil,nil,1,nil,nil,5,nil,nil,nil,nil,nil,nil,6,nil,nil,3,"
183,"7,nil,2,nil,nil,nil,4,nil,nil,nil,nil,nil,8,nil,9,6,nil,nil,nil,nil,nil,5,nil,nil,nil,nil,nil,nil,8,nil,nil,nil,nil,5,nil,nil,3,nil,nil,nil,1,nil,nil,nil,nil,nil,nil,nil,nil,4,nil,nil,7,nil,1,nil,nil,nil,nil,nil,nil,3,2,nil,nil,nil,6,nil,nil,nil,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,nil,"
184,"nil,1,9,nil,6,nil,nil,nil,nil,2,nil,nil,nil,nil,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,3,nil,nil,4,nil,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,9,1,nil,nil,nil,nil,5,nil,nil,6,nil,nil,nil,nil,2,nil,3,4,nil,nil,nil,5,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,7,nil,nil,nil,nil,nil,"
185,"6,3,nil,2,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,8,5,7,nil,nil,nil,nil,nil,nil,nil,nil,nil,9,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,8,nil,nil,nil,4,nil,nil,nil,nil,7,nil,nil,6,nil,nil,2,nil,nil,nil,nil,nil,3,nil,nil,nil,nil,nil,nil,1,nil,nil,nil,4,nil,nil,nil,nil,5,9,nil,nil,nil,"
186,"6,nil,2,nil,nil,nil,7,nil,nil,nil,nil,nil,8,nil,9,5,nil,nil,nil,nil,nil,4,nil,nil,nil,nil,nil,nil,8,nil,nil,nil,nil,4,nil,nil,3,nil,nil,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,3,nil,nil,1,nil,1,nil,nil,nil,nil,nil,nil,2,6,nil,nil,nil,5,nil,nil,nil,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,nil,"
187,"6,nil,nil,nil,nil,nil,3,nil,nil,nil,5,nil,nil,9,nil,nil,8,nil,nil,nil,2,nil,nil,6,nil,nil,9,8,nil,nil,nil,nil,nil,7,nil,nil,nil,7,nil,nil,5,nil,nil,4,nil,nil,nil,nil,nil,nil,1,nil,nil,5,1,nil,nil,3,nil,nil,5,nil,nil,nil,4,nil,nil,2,nil,nil,6,nil,nil,nil,8,nil,nil,7,nil,nil,2,"
188,"1,nil,nil,nil,nil,nil,5,4,nil,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,nil,7,nil,nil,9,nil,nil,8,2,nil,nil,nil,nil,nil,4,nil,3,nil,nil,nil,nil,nil,nil,6,2,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,1,nil,nil,5,nil,nil,nil,nil,nil,3,nil,8,nil,nil,"
189,"nil,nil,8,4,nil,nil,nil,3,nil,nil,nil,nil,3,nil,nil,nil,nil,nil,9,nil,nil,nil,nil,1,5,7,4,7,9,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,nil,nil,7,nil,nil,5,1,4,nil,nil,nil,nil,nil,2,nil,nil,nil,9,nil,6,nil,nil,nil,2,nil,5,nil,nil,nil,nil,4,nil,nil,nil,nil,nil,nil,9,nil,nil,5,6,"
190,"2,nil,nil,nil,4,nil,3,nil,nil,nil,nil,nil,nil,1,nil,nil,7,5,nil,nil,nil,nil,nil,nil,nil,nil,nil,8,nil,nil,3,nil,9,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,5,4,nil,nil,nil,2,nil,nil,nil,nil,nil,nil,1,5,nil,nil,nil,6,nil,nil,nil,nil,nil,8,nil,nil,9,nil,nil,nil,7,nil,nil,nil,nil,nil,nil,nil,"
191,"nil,nil,nil,3,nil,nil,nil,1,nil,nil,9,2,nil,nil,nil,nil,nil,nil,nil,4,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,2,8,nil,nil,nil,nil,nil,nil,nil,nil,nil,7,nil,3,nil,nil,nil,5,nil,nil,nil,6,nil,nil,nil,nil,7,9,nil,4,nil,nil,8,nil,nil,nil,nil,nil,2,5,nil,1,nil,nil,nil,nil,nil,nil,nil,nil,"
192,"nil,1,9,nil,nil,nil,nil,5,nil,4,nil,nil,2,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,9,1,nil,nil,nil,nil,nil,nil,nil,5,nil,nil,6,nil,7,nil,nil,nil,nil,nil,3,nil,nil,nil,nil,nil,3,nil,nil,4,nil,7,nil,6,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,2,nil,nil,"
193,"nil,3,4,2,nil,nil,nil,5,nil,nil,nil,nil,nil,8,7,nil,nil,nil,nil,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,2,4,nil,nil,nil,3,nil,nil,5,nil,nil,nil,nil,2,nil,nil,6,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,3,nil,nil,nil,nil,1,2,nil,nil,nil,nil,nil,7,nil,nil,8,nil,nil,nil,nil,nil,nil,nil,nil,"
194,"6,3,nil,2,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,8,5,7,nil,nil,nil,nil,nil,nil,nil,nil,nil,9,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,8,nil,nil,nil,4,nil,nil,nil,nil,7,nil,nil,6,nil,nil,2,nil,nil,nil,nil,nil,3,nil,nil,nil,nil,nil,nil,5,nil,nil,nil,4,nil,nil,nil,nil,1,9,nil,nil,nil,"
195,"3,6,nil,1,nil,nil,nil,5,nil,nil,nil,nil,nil,4,nil,2,9,nil,nil,nil,nil,nil,nil,7,nil,nil,nil,6,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,9,4,nil,nil,8,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,2,nil,5,nil,nil,nil,nil,nil,nil,nil,8,nil,nil,nil,nil,6,nil,nil,nil,nil,nil,nil,nil,nil,3,"
196,"nil,2,nil,8,nil,nil,3,nil,nil,nil,nil,nil,7,nil,nil,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,nil,7,4,nil,nil,3,nil,2,nil,nil,nil,nil,nil,nil,1,nil,nil,nil,nil,nil,5,nil,4,nil,5,nil,9,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,8,nil,1,6,nil,nil,nil,nil,nil,nil,nil,nil,"
197,"2,nil,nil,7,nil,nil,1,nil,nil,nil,nil,nil,nil,5,nil,nil,9,nil,nil,nil,1,nil,nil,4,nil,nil,3,nil,nil,nil,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,4,nil,nil,6,nil,nil,nil,9,nil,nil,6,nil,nil,2,7,nil,nil,5,nil,nil,6,nil,nil,nil,5,nil,nil,7,nil,nil,3,nil,nil,nil,6,nil,nil,3,nil,nil,1,"
198,"2,nil,6,5,nil,nil,nil,nil,8,nil,nil,nil,nil,4,1,3,nil,nil,9,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,5,nil,7,3,nil,8,nil,nil,6,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,7,nil,nil,nil,nil,4,nil,nil,nil,nil,nil,2,nil,9,nil,nil,nil,nil,1,nil,nil,nil,nil,nil,nil,nil,"
199,"8,nil,5,nil,nil,nil,nil,nil,2,nil,nil,nil,9,nil,1,nil,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,nil,7,nil,nil,4,nil,nil,2,nil,nil,nil,5,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,nil,3,8,nil,nil,nil,nil,nil,9,nil,nil,nil,nil,7,nil,nil,nil,4,nil,nil,nil,nil,nil,1,nil,"
200,"6,nil,nil,1,nil,nil,7,nil,nil,nil,nil,nil,nil,7,nil,nil,8,nil,nil,nil,9,nil,nil,8,nil,nil,3,7,nil,nil,4,nil,nil,5,nil,nil,nil,3,nil,nil,nil,nil,nil,2,nil,nil,nil,4,nil,nil,5,nil,nil,8,1,nil,nil,2,nil,nil,4,nil,nil,nil,nil,nil,nil,nil,nil,nil,5,nil,nil,nil,6,nil,nil,9,nil,nil,nil,"
201,"3,nil,nil,5,nil,nil,1,nil,nil,nil,7,nil,nil,nil,nil,nil,8,nil,nil,nil,8,nil,nil,4,nil,nil,6,6,nil,nil,4,nil,nil,9,nil,nil,nil,3,nil,nil,6,nil,nil,5,nil,nil,nil,7,nil,nil,1,nil,nil,4,8,nil,nil,1,nil,nil,3,nil,nil,nil,nil,nil,nil,2,nil,nil,6,nil,nil,nil,2,nil,nil,9,nil,nil,nil,"
202,"nil,1,nil,4,nil,9,nil,nil,nil,nil,nil,nil,nil,nil,nil,3,2,nil,nil,nil,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,nil,5,6,nil,nil,4,8,nil,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,7,nil,9,5,nil,nil,nil,nil,nil,8,nil,nil,2,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,nil,1,nil,nil,nil,nil,nil,"
203,"1,2,nil,4,nil,nil,nil,nil,nil,nil,nil,nil,nil,8,nil,nil,nil,3,7,nil,nil,nil,nil,6,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,8,nil,nil,nil,nil,nil,2,nil,4,5,nil,nil,5,9,nil,nil,nil,6,nil,nil,1,nil,nil,nil,4,nil,9,nil,nil,7,nil,nil,nil,nil,8,nil,nil,9,6,nil,nil,1,nil,nil,2,nil,"
204,"nil,nil,nil,nil,nil,nil,9,4,nil,nil,nil,nil,nil,9,nil,nil,nil,5,3,nil,nil,nil,nil,5,nil,7,nil,nil,8,nil,4,nil,nil,1,nil,nil,4,6,3,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,7,nil,8,nil,8,nil,nil,7,nil,nil,nil,nil,nil,7,nil,nil,nil,nil,nil,nil,2,8,nil,5,nil,2,6,nil,nil,nil,nil,"
205,"nil,nil,nil,nil,nil,nil,nil,4,nil,nil,nil,2,nil,nil,4,nil,nil,1,nil,7,nil,nil,5,nil,nil,9,nil,nil,nil,3,nil,nil,7,nil,nil,nil,nil,4,nil,nil,6,nil,nil,nil,nil,6,nil,nil,1,nil,nil,8,nil,nil,nil,2,nil,nil,nil,nil,1,nil,nil,8,5,nil,9,nil,nil,nil,6,nil,nil,nil,nil,nil,8,nil,nil,nil,3,"
206,"nil,nil,nil,nil,3,nil,nil,7,nil,nil,2,nil,nil,nil,nil,8,nil,nil,nil,1,nil,nil,nil,nil,nil,nil,nil,3,nil,nil,nil,6,nil,2,nil,nil,2,nil,nil,1,nil,nil,5,nil,nil,7,nil,4,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,nil,nil,nil,4,nil,nil,nil,nil,2,nil,5,nil,nil,nil,nil,nil,nil,8,nil,nil,nil,nil,nil,"
207,"5,3,nil,nil,2,nil,9,nil,nil,nil,2,4,nil,3,nil,nil,5,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,1,nil,8,2,7,nil,nil,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,nil,9,8,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,4,nil,nil,nil,nil,9,1,nil,2,nil,5,nil,4,3,nil,"
208,"1,nil,8,3,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,7,2,nil,nil,3,nil,nil,6,nil,nil,nil,nil,nil,6,4,2,nil,5,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,1,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,5,nil,nil,nil,nil,4,nil,nil,nil,nil,nil,8,nil,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,"
209,"nil,8,nil,nil,4,nil,nil,nil,nil,3,nil,nil,nil,nil,nil,nil,1,nil,nil,nil,nil,nil,nil,nil,nil,2,nil,nil,nil,5,nil,nil,nil,4,nil,6,9,nil,nil,1,nil,nil,8,nil,nil,2,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,3,nil,9,nil,nil,nil,nil,6,nil,nil,nil,nil,5,nil,nil,nil,nil,nil,2,nil,nil,nil,nil,nil,"
210,"1,nil,2,7,nil,nil,nil,8,nil,nil,nil,nil,nil,5,6,nil,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,9,nil,7,nil,4,nil,nil,nil,2,nil,nil,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,1,nil,nil,nil,3,nil,nil,9,nil,nil,nil,nil,5,nil,nil,nil,6,nil,nil,nil,nil,4,nil,nil,"
211,"2,nil,nil,4,nil,nil,nil,nil,nil,nil,7,nil,nil,nil,nil,6,nil,nil,nil,nil,nil,5,nil,nil,nil,nil,1,nil,nil,nil,8,nil,nil,nil,2,5,8,3,nil,nil,9,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,nil,3,7,nil,4,nil,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,9,nil,nil,"
212,"3,nil,2,nil,nil,nil,nil,4,nil,nil,7,nil,nil,8,5,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,9,nil,nil,6,nil,8,nil,nil,nil,nil,nil,2,nil,nil,nil,3,nil,nil,nil,nil,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,9,5,nil,7,2,nil,nil,4,nil,nil,nil,nil,nil,1,nil,nil,nil,nil,nil,nil,nil,nil,"
213,"5,nil,4,nil,nil,nil,nil,6,nil,nil,nil,nil,nil,2,1,nil,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,nil,2,7,nil,nil,9,nil,nil,nil,8,nil,nil,nil,5,nil,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,1,nil,nil,nil,nil,7,nil,9,6,nil,nil,4,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,2,nil,nil,"
214,"nil,nil,nil,nil,2,8,nil,7,nil,4,nil,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,5,nil,nil,nil,nil,nil,nil,1,nil,nil,4,nil,6,nil,2,nil,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,3,nil,nil,6,nil,nil,3,4,nil,nil,nil,nil,nil,8,nil,2,nil,nil,nil,5,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,"
215,"nil,nil,nil,nil,8,nil,4,nil,nil,4,nil,nil,nil,nil,nil,nil,nil,7,nil,nil,6,9,nil,nil,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,7,nil,nil,nil,7,nil,nil,6,2,nil,5,nil,9,nil,nil,nil,2,nil,nil,1,nil,nil,3,nil,nil,nil,nil,5,nil,nil,8,nil,nil,1,4,nil,nil,nil,nil,nil,nil,3,2,nil,nil,1,nil,"
216,"1,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,nil,nil,3,nil,8,nil,nil,nil,nil,4,nil,1,nil,nil,nil,6,7,8,5,nil,4,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,nil,nil,5,nil,nil,7,6,nil,nil,nil,2,nil,nil,nil,nil,nil,nil,5,9,nil,8,1,4,nil,nil,nil,nil,nil,nil,3,nil,nil,9,nil,nil,"
217,"nil,2,nil,nil,5,nil,nil,nil,9,nil,nil,6,1,8,nil,nil,7,3,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,5,nil,nil,nil,nil,8,nil,nil,nil,9,3,8,nil,nil,nil,nil,1,nil,nil,nil,nil,nil,6,nil,nil,nil,1,nil,nil,nil,nil,2,nil,nil,nil,nil,nil,nil,4,nil,nil,nil,nil,9,7,3,nil,nil,4,nil,nil,"
218,"5,nil,2,nil,nil,nil,nil,4,nil,nil,nil,nil,nil,8,1,nil,nil,nil,6,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,3,nil,7,nil,nil,4,nil,nil,5,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,9,nil,nil,9,7,nil,nil,nil,3,nil,nil,nil,nil,nil,2,nil,nil,nil,6,nil,nil,1,nil,nil,nil,nil,8,nil,nil,"
219,"2,4,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,nil,5,nil,nil,nil,6,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,5,9,nil,nil,nil,3,nil,nil,nil,nil,nil,1,nil,8,nil,nil,nil,nil,6,nil,nil,nil,nil,nil,nil,nil,3,nil,nil,nil,nil,nil,2,7,nil,8,nil,nil,nil,nil,nil,1,4,nil,nil,nil,nil,nil,9,nil,nil,nil,nil,"
220,"5,nil,nil,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,4,nil,6,nil,nil,nil,nil,3,nil,nil,nil,nil,9,nil,2,nil,nil,nil,nil,nil,7,nil,1,nil,nil,nil,9,nil,8,nil,nil,nil,nil,nil,nil,3,nil,nil,nil,nil,nil,4,2,nil,nil,nil,nil,5,nil,nil,nil,nil,nil,1,nil,nil,nil,8,nil,nil,6,nil,nil,nil,nil,nil,nil,nil,"
221,"5,nil,nil,nil,nil,nil,3,nil,nil,nil,nil,nil,1,nil,nil,nil,2,nil,nil,nil,nil,4,nil,6,nil,nil,nil,nil,nil,nil,nil,nil,nil,5,nil,8,nil,6,nil,2,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,9,nil,nil,nil,1,nil,nil,nil,nil,nil,4,9,9,nil,nil,nil,3,nil,nil,nil,nil,8,nil,nil,nil,9,nil,nil,nil,nil,"
222,"nil,nil,nil,1,nil,nil,5,nil,nil,4,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,nil,2,nil,4,nil,nil,nil,nil,5,nil,nil,nil,nil,nil,8,nil,3,7,nil,nil,nil,nil,nil,nil,nil,nil,nil,3,1,5,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,7,nil,2,nil,nil,5,nil,8,nil,nil,nil,nil,nil,"
223,"nil,2,nil,4,1,nil,nil,nil,nil,nil,8,nil,nil,nil,7,nil,3,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,7,nil,5,nil,nil,nil,nil,6,nil,nil,nil,nil,1,8,nil,nil,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,nil,nil,4,nil,1,6,nil,nil,nil,nil,5,nil,nil,nil,nil,nil,nil,nil,nil,nil,2,nil,nil,"
224,"nil,nil,nil,nil,7,nil,9,4,nil,nil,7,nil,nil,9,nil,nil,nil,5,3,nil,nil,nil,nil,5,nil,7,nil,nil,8,7,4,nil,nil,1,nil,nil,4,6,3,nil,8,nil,nil,nil,nil,nil,nil,nil,nil,nil,7,nil,8,nil,8,nil,nil,7,nil,nil,nil,nil,nil,7,nil,nil,nil,nil,nil,nil,2,8,nil,5,nil,2,6,8,nil,nil,nil,"
225,"nil,4,nil,5,nil,nil,nil,nil,nil,8,nil,nil,nil,9,nil,nil,3,nil,nil,7,6,nil,2,nil,nil,nil,nil,nil,1,4,6,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,9,nil,nil,7,nil,nil,nil,nil,nil,3,6,nil,nil,nil,nil,1,nil,nil,4,nil,5,nil,nil,6,nil,nil,nil,nil,nil,nil,3,nil,nil,7,1,nil,nil,2,nil,nil,"
226,"nil,nil,1,4,nil,7,nil,nil,nil,5,nil,nil,nil,nil,nil,6,nil,nil,nil,nil,nil,8,nil,nil,nil,nil,nil,4,nil,8,6,nil,nil,nil,7,nil,nil,nil,nil,nil,2,nil,3,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,3,nil,nil,5,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,1,nil,2,nil,nil,nil,nil,nil,nil,nil,"
